,Unnamed: 0,Elapsed Time,Date,System UTC Time,Time,Groundspeed,Airspeed(Ind),Airspeed(True),Fuel Weight,Gross Weight,Fuel Flow-[0],Fuel Flow-[1],Fuel Pressure-[0],Fuel Pressure-[1],Oil Pressure-[0],Oil Pressure-[1],Oil Temp,Engine Temp-[0],Engine Temp-[1],Engine Torque (N1),Engine Torque (N2),Engine speeds (N1)-[0],Engine speeds (N1)-[1],Engine speeds (N2)-[0],Engine speeds (N2)-[1],Engine speeds (NP2)-[0],Engine speeds (NP2)-[1],Engine speeds (NP1)-[0],Engine speeds (NP1)-[1],Rotor RPM-[0],Rotor RPM Value-[0],Rotor RPM Value-[1],Rotor Torque-[0],T5 Temp ITT-[0],T5 Temp ITT-[1],Unnamed: 34,image_path
2992,15620,2778.786,01/01/2022,19:16:47.6,2862.212 ,186.973 ,106,186.973 ,913.999 ,9106.892 ,0.048 ,0.048 ,30.000 ,30.000 ,109.590 ,109.590 ,32.000 ,952.679 ,952.679 ,0.000 ,0.000 ,82.473 ,82.473 ,99.800 ,99.800 ,106.786 ,106.786 ,106.786 ,106.786 ,106.786 ,32.711 ,192.420 ,21.471 ,511.488 ,511.488 ,,5485_2022-01-01 13-30-31.mp4.jpeg
2993,15622,2779.155,01/01/2022,19:16:47.9,2862.582 ,186.524 ,106,186.524 ,913.999 ,9106.892 ,0.049 ,0.049 ,30.000 ,30.000 ,109.667 ,109.667 ,32.000 ,954.910 ,954.910 ,0.000 ,0.000 ,82.705 ,82.705 ,99.788 ,99.788 ,106.774 ,106.774 ,106.774 ,106.774 ,106.774 ,32.708 ,192.399 ,22.072 ,512.728 ,512.728 ,,5486_2022-01-01 13-30-31.mp4.jpeg
2994,15624,2779.526,01/01/2022,19:16:48.3,2862.953 ,186.114 ,106,186.114 ,913.999 ,9106.892 ,0.050 ,0.050 ,30.000 ,30.000 ,109.746 ,109.746 ,32.000 ,957.250 ,957.250 ,0.000 ,0.000 ,82.945 ,82.945 ,99.778 ,99.778 ,106.762 ,106.762 ,106.762 ,106.762 ,106.762 ,32.704 ,192.377 ,22.711 ,514.028 ,514.028 ,,5463_2022-01-01 13-30-31.mp4.jpeg
2995,15624,2779.526,01/01/2022,19:16:48.3,2862.953 ,186.114 ,106,186.114 ,913.999 ,9106.892 ,0.050 ,0.050 ,30.000 ,30.000 ,109.746 ,109.746 ,32.000 ,957.250 ,957.250 ,0.000 ,0.000 ,82.945 ,82.945 ,99.778 ,99.778 ,106.762 ,106.762 ,106.762 ,106.762 ,106.762 ,32.704 ,192.377 ,22.711 ,514.028 ,514.028 ,,5487_2022-01-01 13-30-31.mp4.jpeg
2996,15631,2780.793,01/01/2022,19:16:49.6,2864.220 ,185.038 ,105,185.038 ,913.999 ,9106.892 ,0.052 ,0.052 ,30.000 ,30.000 ,110.031 ,110.031 ,32.000 ,965.962 ,965.962 ,0.000 ,0.000 ,83.809 ,83.809 ,99.763 ,99.763 ,106.746 ,106.746 ,106.746 ,106.746 ,106.746 ,32.699 ,192.350 ,25.042 ,518.868 ,518.868 ,,5491_2022-01-01 13-30-31.mp4.jpeg
2997,15633,2781.162,01/01/2022,19:16:49.9,2864.589 ,184.821 ,105,184.821 ,913.999 ,9106.892 ,0.053 ,0.053 ,30.000 ,30.000 ,110.111 ,110.111 ,32.000 ,968.531 ,968.531 ,0.000 ,0.000 ,84.054 ,84.054 ,99.766 ,99.766 ,106.749 ,106.749 ,106.749 ,106.749 ,106.749 ,32.700 ,192.356 ,25.729 ,520.295 ,520.295 ,,5492_2022-01-01 13-30-31.mp4.jpeg
2998,15642,2782.799,01/01/2022,19:16:51.6,2866.225 ,184.361 ,104,184.361 ,913.999 ,9106.892 ,0.056 ,0.056 ,30.000 ,30.000 ,110.451 ,110.451 ,32.000 ,979.989 ,979.989 ,0.000 ,0.000 ,85.097 ,85.097 ,99.772 ,99.772 ,106.756 ,106.756 ,106.756 ,106.756 ,106.756 ,32.703 ,192.368 ,28.782 ,526.661 ,526.661 ,,5497_2022-01-01 13-30-31.mp4.jpeg
2999,15644,2783.162,01/01/2022,19:16:51.9,2866.589 ,184.368 ,104,184.368 ,913.999 ,9106.892 ,0.057 ,0.057 ,30.000 ,30.000 ,110.527 ,110.527 ,32.000 ,982.667 ,982.667 ,0.000 ,0.000 ,85.330 ,85.330 ,99.771 ,99.771 ,106.755 ,106.755 ,106.755 ,106.755 ,106.755 ,32.702 ,192.366 ,29.488 ,528.148 ,528.148 ,,5498_2022-01-01 13-30-31.mp4.jpeg
3000,15646,2783.520,01/01/2022,19:16:52.3,2866.947 ,184.413 ,104,184.413 ,913.999 ,9106.892 ,0.058 ,0.058 ,30.000 ,30.000 ,110.600 ,110.600 ,32.000 ,985.306 ,985.306 ,0.000 ,0.000 ,85.556 ,85.556 ,99.773 ,99.773 ,106.757 ,106.757 ,106.757 ,106.757 ,106.757 ,32.703 ,192.370 ,30.179 ,529.614 ,529.614 ,,5499_2022-01-01 13-30-31.mp4.jpeg
3001,15648,2783.884,01/01/2022,19:16:52.6,2867.311 ,184.497 ,104,184.497 ,913.999 ,9106.892 ,0.058 ,0.058 ,30.000 ,30.000 ,110.673 ,110.673 ,32.000 ,987.990 ,987.990 ,0.000 ,0.000 ,85.781 ,85.781 ,99.780 ,99.780 ,106.765 ,106.765 ,106.765 ,106.765 ,106.765 ,32.705 ,192.385 ,30.873 ,531.106 ,531.106 ,,5500_2022-01-01 13-30-31.mp4.jpeg
3002,15655,2785.149,01/01/2022,19:16:53.9,2868.576 ,185.072 ,104,185.072 ,913.999 ,9106.892 ,0.061 ,0.061 ,30.000 ,30.000 ,110.903 ,110.903 ,32.000 ,996.863 ,996.863 ,0.000 ,0.000 ,86.498 ,86.498 ,99.800 ,99.800 ,106.786 ,106.786 ,106.786 ,106.786 ,106.786 ,32.712 ,192.423 ,33.167 ,536.035 ,536.035 ,,5504_2022-01-01 13-30-31.mp4.jpeg
3003,15657,2785.510,01/01/2022,19:16:54.3,2868.937 ,185.313 ,104,185.313 ,913.999 ,9106.892 ,0.061 ,0.061 ,30.000 ,30.000 ,110.965 ,110.965 ,32.000 ,999.341 ,999.341 ,0.000 ,0.000 ,86.692 ,86.692 ,99.800 ,99.800 ,106.786 ,106.786 ,106.786 ,106.786 ,106.786 ,32.712 ,192.421 ,33.818 ,537.412 ,537.412 ,,5505_2022-01-01 13-30-31.mp4.jpeg
3004,15659,2785.874,01/01/2022,19:16:54.6,2869.301 ,185.592 ,104,185.592 ,913.999 ,9106.892 ,0.062 ,0.062 ,30.000 ,30.000 ,111.030 ,111.030 ,32.000 ,1001.930 ,1001.930 ,0.000 ,0.000 ,86.893 ,86.893 ,99.800 ,99.800 ,106.786 ,106.786 ,106.786 ,106.786 ,106.786 ,32.712 ,192.423 ,34.481 ,538.850 ,538.850 ,,5506_2022-01-01 13-30-31.mp4.jpeg
3005,15664,2786.792,01/01/2022,19:16:55.6,2870.219 ,186.427 ,105,186.427 ,913.999 ,9106.892 ,0.064 ,0.064 ,30.000 ,30.000 ,111.182 ,111.182 ,32.000 ,1008.251 ,1008.251 ,0.000 ,0.000 ,87.370 ,87.370 ,99.807 ,99.807 ,106.794 ,106.794 ,106.794 ,106.794 ,106.794 ,32.714 ,192.435 ,36.114 ,542.362 ,542.362 ,,5509_2022-01-01 13-30-31.mp4.jpeg
3006,15666,2787.149,01/01/2022,19:16:55.9,2870.575 ,186.799 ,105,186.799 ,913.999 ,9106.892 ,0.064 ,0.064 ,30.000 ,30.000 ,111.239 ,111.239 ,32.000 ,1010.699 ,1010.699 ,0.000 ,0.000 ,87.551 ,87.551 ,99.814 ,99.814 ,106.801 ,106.801 ,106.801 ,106.801 ,106.801 ,32.716 ,192.450 ,36.718 ,543.721 ,543.721 ,,5510_2022-01-01 13-30-31.mp4.jpeg
3007,15668,2787.505,01/01/2022,19:16:56.3,2870.932 ,187.203 ,105,187.203 ,913.999 ,9106.892 ,0.065 ,0.065 ,30.000 ,30.000 ,111.294 ,111.294 ,32.000 ,1013.056 ,1013.056 ,0.000 ,0.000 ,87.721 ,87.721 ,99.822 ,99.822 ,106.810 ,106.810 ,106.810 ,106.810 ,106.810 ,32.719 ,192.466 ,37.316 ,545.031 ,545.031 ,,5511_2022-01-01 13-30-31.mp4.jpeg
3008,15670,2787.861,01/01/2022,19:16:56.6,2871.287 ,187.625 ,105,187.625 ,913.999 ,9106.892 ,0.066 ,0.066 ,30.000 ,30.000 ,111.343 ,111.343 ,32.000 ,1015.253 ,1015.253 ,0.000 ,0.000 ,87.877 ,87.877 ,99.837 ,99.837 ,106.826 ,106.826 ,106.826 ,106.826 ,106.826 ,32.724 ,192.495 ,37.849 ,546.252 ,546.252 ,,5512_2022-01-01 13-30-31.mp4.jpeg
3009,15677,2789.120,01/01/2022,19:16:57.9,2872.546 ,189.311 ,106,189.311 ,913.999 ,9106.892 ,0.068 ,0.068 ,30.000 ,30.000 ,111.507 ,111.507 ,32.000 ,1022.653 ,1022.653 ,0.000 ,0.000 ,88.396 ,88.396 ,99.839 ,99.839 ,106.828 ,106.828 ,106.828 ,106.828 ,106.828 ,32.724 ,192.497 ,39.756 ,550.363 ,550.363 ,,5516_2022-01-01 13-30-31.mp4.jpeg
3010,15679,2789.490,01/01/2022,19:16:58.3,2872.917 ,189.858 ,106,189.858 ,913.999 ,9106.892 ,0.068 ,0.068 ,30.000 ,30.000 ,111.559 ,111.559 ,32.000 ,1025.006 ,1025.006 ,0.000 ,0.000 ,88.561 ,88.561 ,99.834 ,99.834 ,106.822 ,106.822 ,106.822 ,106.822 ,106.822 ,32.723 ,192.487 ,40.354 ,551.670 ,551.670 ,,5493_2022-01-01 13-30-31.mp4.jpeg
3011,15679,2789.490,01/01/2022,19:16:58.3,2872.917 ,189.858 ,106,189.858 ,913.999 ,9106.892 ,0.068 ,0.068 ,30.000 ,30.000 ,111.559 ,111.559 ,32.000 ,1025.006 ,1025.006 ,0.000 ,0.000 ,88.561 ,88.561 ,99.834 ,99.834 ,106.822 ,106.822 ,106.822 ,106.822 ,106.822 ,32.723 ,192.487 ,40.354 ,551.670 ,551.670 ,,5517_2022-01-01 13-30-31.mp4.jpeg
3012,15681,2789.855,01/01/2022,19:16:58.6,2873.282 ,190.418 ,107,190.418 ,913.999 ,9106.892 ,0.069 ,0.069 ,30.000 ,30.000 ,111.609 ,111.609 ,32.000 ,1027.316 ,1027.316 ,0.000 ,0.000 ,88.719 ,88.719 ,99.838 ,99.838 ,106.827 ,106.827 ,106.827 ,106.827 ,106.827 ,32.724 ,192.496 ,40.934 ,552.953 ,552.953 ,,5518_2022-01-01 13-30-31.mp4.jpeg
3013,15685,2790.583,01/01/2022,19:16:59.3,2874.010 ,191.594 ,107,191.594 ,913.999 ,9106.892 ,0.070 ,0.070 ,30.000 ,30.000 ,111.700 ,111.700 ,32.000 ,1031.667 ,1031.667 ,0.000 ,0.000 ,89.009 ,89.009 ,99.857 ,99.857 ,106.847 ,106.847 ,106.847 ,106.847 ,106.847 ,32.731 ,192.533 ,41.998 ,555.370 ,555.370 ,,5520_2022-01-01 13-30-31.mp4.jpeg
3014,15688,2791.128,01/01/2022,19:16:59.9,2874.554 ,192.513 ,108,192.513 ,913.999 ,9106.892 ,0.071 ,0.071 ,30.000 ,30.000 ,111.758 ,111.758 ,32.000 ,1034.521 ,1034.521 ,0.000 ,0.000 ,89.193 ,89.193 ,99.867 ,99.867 ,106.858 ,106.858 ,106.858 ,106.858 ,106.858 ,32.734 ,192.551 ,42.722 ,556.956 ,556.956 ,,5522_2022-01-01 13-30-31.mp4.jpeg
3015,15690,2791.507,01/01/2022,19:17:00.3,2874.934 ,193.175 ,108,193.175 ,913.999 ,9106.892 ,0.071 ,0.071 ,30.000 ,30.000 ,111.799 ,111.799 ,32.000 ,1036.544 ,1036.544 ,0.000 ,0.000 ,89.326 ,89.326 ,99.869 ,99.869 ,106.859 ,106.859 ,106.859 ,106.859 ,106.859 ,32.734 ,192.556 ,43.212 ,558.080 ,558.080 ,,5523_2022-01-01 13-30-31.mp4.jpeg
3016,15692,2791.875,01/01/2022,19:17:00.6,2875.301 ,193.824 ,108,193.824 ,913.999 ,9106.892 ,0.072 ,0.072 ,30.000 ,30.000 ,111.833 ,111.833 ,32.000 ,1038.263 ,1038.263 ,0.000 ,0.000 ,89.432 ,89.432 ,99.893 ,99.893 ,106.885 ,106.885 ,106.885 ,106.885 ,106.885 ,32.742 ,192.603 ,43.594 ,559.035 ,559.035 ,,5524_2022-01-01 13-30-31.mp4.jpeg
3017,15697,2792.803,01/01/2022,19:17:01.6,2876.229 ,195.456 ,109,195.456 ,913.999 ,9106.892 ,0.072 ,0.072 ,30.000 ,30.000 ,111.865 ,111.865 ,32.000 ,1040.374 ,1040.374 ,0.000 ,0.000 ,89.535 ,89.535 ,99.983 ,99.983 ,106.982 ,106.982 ,106.982 ,106.982 ,106.982 ,32.773 ,192.780 ,43.911 ,560.208 ,560.208 ,,5527_2022-01-01 13-30-31.mp4.jpeg
3018,15699,2793.179,01/01/2022,19:17:01.9,2876.605 ,196.101 ,110,196.101 ,913.999 ,9106.892 ,0.072 ,0.072 ,30.000 ,30.000 ,111.857 ,111.857 ,32.000 ,1040.194 ,1040.194 ,0.000 ,0.000 ,89.506 ,89.506 ,100.022 ,100.022 ,107.024 ,107.024 ,107.024 ,107.024 ,107.024 ,32.785 ,192.854 ,43.785 ,560.108 ,560.108 ,,5528_2022-01-01 13-30-31.mp4.jpeg
3019,15701,2793.550,01/01/2022,19:17:02.3,2876.977 ,196.719 ,110,196.719 ,913.999 ,9106.892 ,0.072 ,0.072 ,30.000 ,30.000 ,111.842 ,111.842 ,32.000 ,1039.665 ,1039.665 ,0.000 ,0.000 ,89.459 ,89.459 ,100.055 ,100.055 ,107.059 ,107.059 ,107.059 ,107.059 ,107.059 ,32.796 ,192.918 ,43.576 ,559.814 ,559.814 ,,5529_2022-01-01 13-30-31.mp4.jpeg
3020,15704,2794.087,01/01/2022,19:17:02.9,2877.513 ,197.576 ,111,197.576 ,913.999 ,9106.892 ,0.071 ,0.071 ,30.000 ,30.000 ,111.815 ,111.815 ,32.000 ,1038.517 ,1038.517 ,0.000 ,0.000 ,89.373 ,89.373 ,100.097 ,100.097 ,107.103 ,107.103 ,107.103 ,107.103 ,107.103 ,32.810 ,192.998 ,43.209 ,559.176 ,559.176 ,,5531_2022-01-01 13-30-31.mp4.jpeg
3021,15708,2794.808,01/01/2022,19:17:03.6,2878.235 ,198.653 ,111,198.653 ,913.999 ,9106.892 ,0.071 ,0.071 ,30.000 ,30.000 ,111.766 ,111.766 ,32.000 ,1036.310 ,1036.310 ,0.000 ,0.000 ,89.217 ,89.217 ,100.151 ,100.151 ,107.161 ,107.161 ,107.161 ,107.161 ,107.161 ,32.827 ,193.101 ,42.570 ,557.950 ,557.950 ,,5533_2022-01-01 13-30-31.mp4.jpeg
3022,15710,2795.172,01/01/2022,19:17:03.9,2878.599 ,199.151 ,112,199.151 ,913.999 ,9106.892 ,0.070 ,0.070 ,30.000 ,30.000 ,111.735 ,111.735 ,32.000 ,1034.876 ,1034.876 ,0.000 ,0.000 ,89.115 ,89.115 ,100.187 ,100.187 ,107.200 ,107.200 ,107.200 ,107.200 ,107.200 ,32.839 ,193.172 ,42.155 ,557.154 ,557.154 ,,5534_2022-01-01 13-30-31.mp4.jpeg
3023,15712,2795.544,01/01/2022,19:17:04.3,2878.970 ,199.629 ,112,199.629 ,913.999 ,9106.892 ,0.070 ,0.070 ,30.000 ,30.000 ,111.695 ,111.695 ,32.000 ,1033.086 ,1033.086 ,0.000 ,0.000 ,88.989 ,88.989 ,100.230 ,100.230 ,107.246 ,107.246 ,107.246 ,107.246 ,107.246 ,32.853 ,193.255 ,41.636 ,556.159 ,556.159 ,,5535_2022-01-01 13-30-31.mp4.jpeg
3024,15719,2796.797,01/01/2022,19:17:05.6,2880.224 ,200.941 ,113,200.941 ,913.999 ,9106.892 ,0.067 ,0.067 ,30.000 ,30.000 ,111.502 ,111.502 ,32.000 ,1024.455 ,1024.455 ,0.000 ,0.000 ,88.375 ,88.375 ,100.400 ,100.400 ,107.428 ,107.428 ,107.428 ,107.428 ,107.428 ,32.909 ,193.582 ,39.237 ,551.364 ,551.364 ,,5539_2022-01-01 13-30-31.mp4.jpeg
3025,15721,2797.153,01/01/2022,19:17:05.9,2880.580 ,201.225 ,113,201.225 ,913.999 ,9106.892 ,0.067 ,0.067 ,30.000 ,30.000 ,111.437 ,111.437 ,32.000 ,1021.505 ,1021.505 ,0.000 ,0.000 ,88.167 ,88.167 ,100.427 ,100.427 ,107.456 ,107.456 ,107.456 ,107.456 ,107.456 ,32.917 ,193.632 ,38.504 ,549.725 ,549.725 ,,5540_2022-01-01 13-30-31.mp4.jpeg
3026,15723,2797.532,01/01/2022,19:17:06.3,2880.959 ,201.490 ,113,201.490 ,913.999 ,9106.892 ,0.066 ,0.066 ,30.000 ,30.000 ,111.370 ,111.370 ,32.000 ,1018.462 ,1018.462 ,0.000 ,0.000 ,87.954 ,87.954 ,100.438 ,100.438 ,107.469 ,107.469 ,107.469 ,107.469 ,107.469 ,32.921 ,193.654 ,37.748 ,548.035 ,548.035 ,,5541_2022-01-01 13-30-31.mp4.jpeg
3027,15725,2797.881,01/01/2022,19:17:06.6,2881.308 ,201.695 ,113,201.695 ,913.999 ,9106.892 ,0.065 ,0.065 ,30.000 ,30.000 ,111.310 ,111.310 ,32.000 ,1015.766 ,1015.766 ,0.000 ,0.000 ,87.766 ,87.766 ,100.444 ,100.444 ,107.475 ,107.475 ,107.475 ,107.475 ,107.475 ,32.923 ,193.664 ,37.083 ,546.537 ,546.537 ,,5542_2022-01-01 13-30-31.mp4.jpeg
3028,15732,2799.138,01/01/2022,19:17:07.9,2882.564 ,202.157 ,114,202.157 ,913.999 ,9106.892 ,0.063 ,0.063 ,30.000 ,30.000 ,111.095 ,111.095 ,32.000 ,1006.363 ,1006.363 ,0.000 ,0.000 ,87.090 ,87.090 ,100.458 ,100.458 ,107.490 ,107.490 ,107.490 ,107.490 ,107.490 ,32.928 ,193.691 ,34.713 ,541.313 ,541.313 ,,5546_2022-01-01 13-30-31.mp4.jpeg
3029,15734,2799.511,01/01/2022,19:17:08.3,2882.937 ,202.207 ,114,202.207 ,913.999 ,9106.892 ,0.062 ,0.062 ,30.000 ,30.000 ,111.026 ,111.026 ,32.000 ,1003.468 ,1003.468 ,0.000 ,0.000 ,86.873 ,86.873 ,100.469 ,100.469 ,107.501 ,107.501 ,107.501 ,107.501 ,107.501 ,32.931 ,193.712 ,33.992 ,539.705 ,539.705 ,,5547_2022-01-01 13-30-31.mp4.jpeg
3030,15741,2800.811,01/01/2022,19:17:09.6,2884.238 ,202.108 ,114,202.108 ,913.999 ,9106.892 ,0.059 ,0.059 ,30.000 ,30.000 ,110.793 ,110.793 ,32.000 ,993.942 ,993.942 ,0.000 ,0.000 ,86.148 ,86.148 ,100.461 ,100.461 ,107.493 ,107.493 ,107.493 ,107.493 ,107.493 ,32.928 ,193.696 ,31.635 ,534.412 ,534.412 ,,5551_2022-01-01 13-30-31.mp4.jpeg
3031,15745,2801.537,01/01/2022,19:17:10.3,2884.963 ,201.870 ,114,201.870 ,913.999 ,9106.892 ,0.058 ,0.058 ,30.000 ,30.000 ,110.666 ,110.666 ,32.000 ,988.927 ,988.927 ,0.000 ,0.000 ,85.752 ,85.752 ,100.456 ,100.456 ,107.488 ,107.488 ,107.488 ,107.488 ,107.488 ,32.927 ,193.686 ,30.379 ,531.626 ,531.626 ,,5553_2022-01-01 13-30-31.mp4.jpeg
3032,15752,2802.831,01/01/2022,19:17:11.6,2886.258 ,201.136 ,114,201.136 ,913.999 ,9106.892 ,0.056 ,0.056 ,30.000 ,30.000 ,110.432 ,110.432 ,32.000 ,980.129 ,980.129 ,0.000 ,0.000 ,85.030 ,85.030 ,100.456 ,100.456 ,107.488 ,107.488 ,107.488 ,107.488 ,107.488 ,32.927 ,193.686 ,28.167 ,526.738 ,526.738 ,,5557_2022-01-01 13-30-31.mp4.jpeg
3033,15756,2803.555,01/01/2022,19:17:12.3,2886.982 ,200.571 ,114,200.571 ,913.999 ,9106.892 ,0.054 ,0.054 ,30.000 ,30.000 ,110.302 ,110.302 ,32.000 ,975.447 ,975.447 ,0.000 ,0.000 ,84.631 ,84.631 ,100.451 ,100.451 ,107.483 ,107.483 ,107.483 ,107.483 ,107.483 ,32.925 ,193.677 ,26.989 ,524.137 ,524.137 ,,5559_2022-01-01 13-30-31.mp4.jpeg
3034,15763,2804.803,01/01/2022,19:17:13.6,2888.230 ,199.348 ,113,199.348 ,913.999 ,9106.892 ,0.052 ,0.052 ,30.000 ,30.000 ,110.083 ,110.083 ,32.000 ,967.852 ,967.852 ,0.000 ,0.000 ,83.960 ,83.960 ,100.438 ,100.438 ,107.469 ,107.469 ,107.469 ,107.469 ,107.469 ,32.921 ,193.652 ,25.066 ,519.918 ,519.918 ,,5563_2022-01-01 13-30-31.mp4.jpeg
3035,15765,2805.160,01/01/2022,19:17:13.9,2888.587 ,198.938 ,113,198.938 ,913.999 ,9106.892 ,0.052 ,0.052 ,30.000 ,30.000 ,110.020 ,110.020 ,32.000 ,965.751 ,965.751 ,0.000 ,0.000 ,83.768 ,83.768 ,100.433 ,100.433 ,107.463 ,107.463 ,107.463 ,107.463 ,107.463 ,32.919 ,193.642 ,24.532 ,518.751 ,518.751 ,,5564_2022-01-01 13-30-31.mp4.jpeg
3036,15767,2805.505,01/01/2022,19:17:14.3,2888.931 ,198.530 ,113,198.530 ,913.999 ,9106.892 ,0.051 ,0.051 ,30.000 ,30.000 ,109.961 ,109.961 ,32.000 ,963.819 ,963.819 ,0.000 ,0.000 ,83.589 ,83.589 ,100.429 ,100.429 ,107.459 ,107.459 ,107.459 ,107.459 ,107.459 ,32.918 ,193.633 ,24.043 ,517.677 ,517.677 ,,5565_2022-01-01 13-30-31.mp4.jpeg
3037,15769,2805.848,01/01/2022,19:17:14.6,2889.275 ,198.089 ,112,198.089 ,913.999 ,9106.892 ,0.051 ,0.051 ,30.000 ,30.000 ,109.901 ,109.901 ,32.000 ,961.879 ,961.879 ,0.000 ,0.000 ,83.408 ,83.408 ,100.424 ,100.424 ,107.454 ,107.454 ,107.454 ,107.454 ,107.454 ,32.916 ,193.625 ,23.554 ,516.599 ,516.599 ,,5566_2022-01-01 13-30-31.mp4.jpeg
3038,15773,2806.566,01/01/2022,19:17:15.3,2889.993 ,197.115 ,112,197.115 ,913.999 ,9106.892 ,0.050 ,0.050 ,30.000 ,30.000 ,109.779 ,109.779 ,32.000 ,957.996 ,957.996 ,0.000 ,0.000 ,83.036 ,83.036 ,100.416 ,100.416 ,107.445 ,107.445 ,107.445 ,107.445 ,107.445 ,32.913 ,193.609 ,22.566 ,514.442 ,514.442 ,,5568_2022-01-01 13-30-31.mp4.jpeg
3039,15776,2807.118,01/01/2022,19:17:15.9,2890.544 ,196.314 ,112,196.314 ,913.999 ,9106.892 ,0.049 ,0.049 ,30.000 ,30.000 ,109.686 ,109.686 ,32.000 ,955.145 ,955.145 ,0.000 ,0.000 ,82.757 ,82.757 ,100.409 ,100.409 ,107.437 ,107.437 ,107.437 ,107.437 ,107.437 ,32.911 ,193.595 ,21.832 ,512.858 ,512.858 ,,5570_2022-01-01 13-30-31.mp4.jpeg
3040,15780,2807.829,01/01/2022,19:17:16.6,2891.256 ,195.207 ,111,195.207 ,913.999 ,9106.892 ,0.048 ,0.048 ,30.000 ,30.000 ,109.569 ,109.569 ,32.000 ,951.623 ,951.623 ,0.000 ,0.000 ,82.403 ,82.403 ,100.397 ,100.397 ,107.425 ,107.425 ,107.425 ,107.425 ,107.425 ,32.907 ,193.573 ,20.926 ,510.902 ,510.902 ,,5572_2022-01-01 13-30-31.mp4.jpeg
3041,15782,2808.181,01/01/2022,19:17:16.9,2891.608 ,194.640 ,111,194.640 ,913.999 ,9106.892 ,0.048 ,0.048 ,30.000 ,30.000 ,109.512 ,109.512 ,32.000 ,949.975 ,949.975 ,0.000 ,0.000 ,82.233 ,82.233 ,100.391 ,100.391 ,107.419 ,107.419 ,107.419 ,107.419 ,107.419 ,32.905 ,193.561 ,20.502 ,509.986 ,509.986 ,,5573_2022-01-01 13-30-31.mp4.jpeg
3042,15784,2808.563,01/01/2022,19:17:17.3,2891.990 ,193.990 ,110,193.990 ,913.999 ,9106.892 ,0.047 ,0.047 ,30.000 ,30.000 ,109.452 ,109.452 ,32.000 ,948.218 ,948.218 ,0.000 ,0.000 ,82.050 ,82.050 ,100.381 ,100.381 ,107.408 ,107.408 ,107.408 ,107.408 ,107.408 ,32.902 ,193.540 ,20.061 ,509.010 ,509.010 ,,5574_2022-01-01 13-30-31.mp4.jpeg
3043,15787,2809.097,01/01/2022,19:17:17.9,2892.523 ,193.068 ,110,193.068 ,913.999 ,9106.892 ,0.046 ,0.046 ,30.000 ,30.000 ,109.374 ,109.374 ,32.000 ,946.032 ,946.032 ,0.000 ,0.000 ,81.818 ,81.818 ,100.355 ,100.355 ,107.379 ,107.379 ,107.379 ,107.379 ,107.379 ,32.893 ,193.489 ,19.523 ,507.795 ,507.795 ,,5576_2022-01-01 13-30-31.mp4.jpeg
3044,15791,2809.819,01/01/2022,19:17:18.6,2893.245 ,191.795 ,109,191.795 ,913.999 ,9106.892 ,0.046 ,0.046 ,30.000 ,30.000 ,109.294 ,109.294 ,32.000 ,943.894 ,943.894 ,0.000 ,0.000 ,81.581 ,81.581 ,100.278 ,100.278 ,107.298 ,107.298 ,107.298 ,107.298 ,107.298 ,32.867 ,193.338 ,19.023 ,506.608 ,506.608 ,,5578_2022-01-01 13-30-31.mp4.jpeg
3045,15795,2810.555,01/01/2022,19:17:19.3,2893.981 ,190.499 ,108,190.499 ,913.999 ,9106.892 ,0.046 ,0.046 ,30.000 ,30.000 ,109.264 ,109.264 ,32.000 ,943.213 ,943.213 ,0.000 ,0.000 ,81.494 ,81.494 ,100.145 ,100.145 ,107.155 ,107.155 ,107.155 ,107.155 ,107.155 ,32.824 ,193.080 ,18.925 ,506.229 ,506.229 ,,5580_2022-01-01 13-30-31.mp4.jpeg
3046,15798,2811.089,01/01/2022,19:17:19.9,2894.516 ,189.586 ,108,189.586 ,913.999 ,9106.892 ,0.046 ,0.046 ,30.000 ,30.000 ,109.279 ,109.279 ,32.000 ,943.723 ,943.723 ,0.000 ,0.000 ,81.538 ,81.538 ,100.037 ,100.037 ,107.040 ,107.040 ,107.040 ,107.040 ,107.040 ,32.788 ,192.870 ,19.093 ,506.513 ,506.513 ,,5582_2022-01-01 13-30-31.mp4.jpeg
3047,15802,2811.792,01/01/2022,19:17:20.6,2895.219 ,188.429 ,107,188.429 ,913.999 ,9106.892 ,0.046 ,0.046 ,30.000 ,30.000 ,109.338 ,109.338 ,32.000 ,945.478 ,945.478 ,0.000 ,0.000 ,81.717 ,81.717 ,99.912 ,99.912 ,106.906 ,106.906 ,106.906 ,106.906 ,106.906 ,32.747 ,192.632 ,19.578 ,507.488 ,507.488 ,,5584_2022-01-01 13-30-31.mp4.jpeg
3048,15806,2812.535,01/01/2022,19:17:21.3,2895.962 ,187.303 ,107,187.303 ,913.999 ,9106.892 ,0.047 ,0.047 ,30.000 ,30.000 ,109.455 ,109.455 ,32.000 ,948.828 ,948.828 ,0.000 ,0.000 ,82.068 ,82.068 ,99.831 ,99.831 ,106.820 ,106.820 ,106.820 ,106.820 ,106.820 ,32.722 ,192.479 ,20.444 ,509.349 ,509.349 ,,5586_2022-01-01 13-30-31.mp4.jpeg
